"","X","Y","",""
"279",447229.830279894,283138.903658032,-48438.2765426518,-58760.8260560164
"280",451536.595662093,317148.78912411,-28706.97870316,98568.5638644137
"281",556530.459484592,275521.094357468,104678.80472748,13646.113737863
"282",457095.38039793,383808.630982973,75045.6132561266,171670.188031099
"283",445943.168789626,361259.456105194,-46181.7302844794,-48093.5902904134
"284",457633.792591405,379192.768015491,-40963.50012693,-98811.6509863807
"285",562257.608714815,352335.74936285,77994.6112918249,133090.800255611
"286",440515.108613545,296580.088951175,-34864.5780141788,-102294.513685795
"287",427956.914435758,276886.464073478,-23310.6360748648,-73902.3165535544
"288",459369.886495849,323267.766242732,-46254.5670807868,-74888.0067972521
"289",468312.102719021,323993.348413256,34627.9028801976,21264.7797644907
"290",463534.370177886,303974.90648371,22716.0100631951,-101813.63801687
"291",424779.833986129,318907.849057962,-79246.8673007067,-125639.139720961
"292",454363.76642698,335782.745372156,-57102.9279939848,-143234.958168326
"293",365517.696510979,280517.984475937,23122.4291797849,62819.2712682151
"294",412522.428777179,351521.599997575,52982.7329289824,-23187.4028714585
"295",370085.865267204,271592.424631857,28048.8097193638,-68006.4865051915
"296",375145.773083809,302000.315090125,-41040.9871866745,-88258.1402054229
"297",653075.921531544,207708.210562208,86862.8394976921,186547.81176233
"298",549961.940197077,195600.877973736,53992.6741559766,284195.743184604
"299",481544.727102287,270594.180854928,46101.3452541158,-6037.90510200453
"300",280481.872645142,95396.22995691,-50593.0482317532,207593.06355192
"301",425698.898082267,346862.45593683,-94109.1081699641,-103107.915629202
"302",294264.131187322,182393.588062558,-53834.2637532033,106391.402490212
"303",201008.712282585,140183.889154456,29624.4038622612,-49592.7008741411
"304",383518.539542152,252795.335206647,47959.9859260133,-4764.72754357121
"305",448080.81109302,227234.343264663,19579.1436136601,-82016.90068668
"306",411748.932930665,168171.654589243,-39566.0317437171,-23772.2530015358
"307",379451.622027645,233245.75995234,-35545.6611564353,-56325.5260584004
"308",372730.878747492,242017.215759005,27958.4716818531,-74888.9241543895
"309",449138.300128468,362096.624659457,21151.606579717,517.703053660807
"310",537204.496725297,191805.351900878,81255.2785103318,6305.90222507188
"311",484965.486394355,147832.456122011,50254.4314538698,50680.9721014508
"312",506081.678281574,120114.999520459,79406.324747264,119482.316272224
"313",342316.761501544,124770.050311724,25876.2065660453,-51030.511768125
"314",529363.41480063,220331.118107368,20997.2155137006,-13231.441750785
"315",456785.86445428,287060.478589539,-33510.9450624045,301262.000509432
"316",387846.85773492,305167.081762421,6002.39220486932,-12008.0263406229
"317",438181.014400224,303459.139876045,9409.26725476068,-44013.9595041201
"318",407888.756261085,257614.668964076,27687.1694775097,-11933.7929301352
"319",303163.622707387,296351.482826854,4503.153496731,-22652.7225411224
"320",374479.723673828,303499.831517126,26809.9539347343,-36302.0269292692
"321",365344.655947345,291913.927040232,-62029.6175712388,-59787.5413067269
"322",542973.984855986,186849.278713589,18277.2700410026,344354.24109396
"323",448111.480535775,276832.251676505,-3958.14189343248,-93826.5836420126
"324",526973.780748385,314673.32563252,108238.520825106,21694.4374234276
"325",384265.544348018,199129.909633049,44660.2927299951,64737.698010758
"326",305704.518867343,109870.401654346,1900.74784347671,69646.8906778439
"327",330317.998901167,225181.875660989,-46259.515030203,-21140.836332135
"328",448249.348269234,279232.36029419,14548.7828747306,-1277.6348887581
"329",446755.424498851,293977.242719579,-32964.3710522517,-101488.829795938
"330",452797.482537669,293926.577337686,-22853.4456344089,-99956.9990412992
"331",525584.703035191,340321.222345804,31014.7069761111,23945.3956244948
"332",443037.213832071,298853.554649426,-14013.4057313863,-61175.8369003698
"333",577516.276225629,161125.878657288,64488.403057165,203834.859350281
"334",572550.721753551,268683.373923018,71132.2301037201,111902.224694952
"335",385708.53427653,298909.060253451,-16738.4107080244,-60572.6387504021
"336",486119.921768879,261445.304142344,49367.9015683611,-69003.5903529485
"337",437182.966972818,283347.872236988,-41330.5941734992,-61856.1762517602
"338",241574.776785633,224222.906953498,47870.3558337378,-91081.0419812543
"339",460359.916743305,342351.708577748,-77536.6264444429,-150070.306418895
"340",445896.180323309,343751.883825543,-16846.4219374963,-70087.5622436819
"341",444345.216286535,344017.321097897,-60419.1453162339,-106372.267675962
"342",391461.660202102,354907.502931438,29400.3673240182,-50693.5735230737
"343",430232.027252107,350747.542297041,-28151.7850741414,-131771.764829284
"344",478510.285846564,378034.942125646,48543.6550577758,11852.1808255413
"345",528784.233642219,305638.575833508,16819.6710718763,7724.54752402735
"346",461035.366223389,297288.66988942,-13951.789577372,-50393.6788869101
"347",450764.448415115,349648.292546587,-42077.2036837635,-88086.4473834605
"348",397680.926663744,342497.860684332,61646.1700793348,55975.1686638896
"349",373871.476426351,518818.555680528,41657.7811562092,-2917.11115655987
"350",276145.189814862,503206.756642791,35127.1570185472,3283.6142860956
"351",317784.242692552,512177.165303193,-10442.7809583195,-69892.5835729934
"352",382359.328180181,439532.479617133,262.03580531686,-101891.295461059
"353",146852.357153154,716234.465474076,171148.647386511,150388.394718954
"354",273618.982087746,523330.468504751,2270.01229391016,14051.5315373139
"355",409044.413160314,427345.866028911,60897.3099383543,-61975.3309145265
"356",277806.963461988,691313.431082215,43396.7497707429,214453.536023033
"357",238690.83550904,570966.649215372,127958.374395596,53466.0755161295
"358",395458.756801661,544036.601824465,46703.5891752121,8639.96654199119
"359",340880.192083035,526279.945981396,-2426.3868490866,94490.4641609109
"360",388110.7845732,431044.047975036,19822.6945183945,-72140.4452048148
"361",187766.730903728,745216.555521239,162319.685962853,348170.50921035
"362",399557.173072682,437541.964788509,-28143.3401644679,-97615.7415575417
"363",306128.82481169,570472.385656171,-22164.8978960562,-23191.0048990449
"364",388929.187596034,467559.806447714,-41534.4393789761,-84161.0013457073
"365",420006.25867578,423236.042800795,-21051.4951057581,-42117.3028565699
"366",392740.875902829,477083.168168276,72475.944572127,-44277.1141402307
"367",268549.99087877,679874.410984621,-2756.61865314904,-29914.1147817496
"368",309130.597217873,484435.973815612,86120.6692312133,-48844.5444575981
"369",104565.537727176,494794.182540799,135541.090275022,-27938.6007535232
"370",290241.0808083,705528.940133714,151135.515389402,315371.134852747
"371",405509.015636945,420654.556264438,-20029.512133748,-119224.905550536
"372",427479.111089364,388124.234976879,-62377.0751550239,-122099.224094803
"373",429029.426081872,418451.24407168,-58975.0840964407,-77204.8876012018
"374",367132.413000336,488258.929344692,59652.61033736,-61412.9003515409
"375",430511.56186523,355556.176049258,-56782.1512189187,-127874.628303074
"376",371084.383742367,462583.521907062,-1919.49695759639,-101920.467925575
"377",388616.42758084,385998.981557328,-44230.58491608,-136459.179151226
"378",425404.606505737,405041.755670571,-35821.8078033651,-132698.733741504
"379",407244.171227918,385053.878479647,-9673.83197991176,-116017.125694926
"380",395070.484481561,408795.539227824,-61009.6640421032,-118349.685555026
