"","msoa","index"
"2107","E02004309",2107
"2108","E02004308",2108
"2109","E02004292",2109
"2110","E02001707",2110
"2111","E02001706",2111
"2112","E02004290",2112
"2113","E02004291",2113
"2114","E02004293",2114
"2115","E02004294",2115
"2116","E02001800",2116
"2117","E02001824",2117
"2118","E02001823",2118
"2119","E02001822",2119
"2120","E02001820",2120
"2121","E02001825",2121
"2122","E02001826",2122
"2123","E02001815",2123
"2124","E02004326",2124
"2125","E02004324",2125
"2126","E02004323",2126
"2127","E02004331",2127
"2128","E02004336",2128
"2129","E02004333",2129
"2130","E02004335",2130
"2131","E02004306",2131
"2132","E02004307",2132
"2133","E02004316",2133
"2134","E02004317",2134
"2135","E02004350",2135
"2136","E02004303",2136
"2137","E02004298",2137
"2138","E02004304",2138
"2139","E02004305",2139
"2140","E02005732",2140
"2141","E02004348",2141
"2142","E02004299",2142
"2143","E02004301",2143
"2144","E02004302",2144
"2145","E02004300",2145
"2146","E02004297",2146
"2147","E02001688",2147
"2148","E02002566",2148
"2149","E02002570",2149
"2150","E02002567",2150
"2151","E02002571",2151
"2152","E02004345",2152
"2153","E02002562",2153
"2154","E02002568",2154
"2155","E02002563",2155
"2156","E02002561",2156
"2157","E02002559",2157
"2158","E02002560",2158
"2159","E02004339",2159
"2160","E02004344",2160
"2161","E02002572",2161
"2162","E02002569",2162
"2163","E02005783",2163
"2164","E02005786",2164
"2165","E02005785",2165
"2166","E02005782",2166
"2167","E02005784",2167
"2168","E02005754",2168
"2169","E02005787",2169
"2170","E02004346",2170
"2171","E02004347",2171
"2172","E02004353",2172
"2173","E02004352",2173
"2174","E02004349",2174
"2175","E02004354",2175
"2176","E02004355",2176
"2177","E02004340",2177
"2178","E02004338",2178
"2179","E02004351",2179
"2180","E02004337",2180
"2181","E02004341",2181
"2182","E02004343",2182
"2183","E02004334",2183
"2184","E02002573",2184
"2185","E02002539",2185
"2186","E02005752",2186
"2187","E02002564",2187
"2188","E02002565",2188
"2189","E02004342",2189
"2190","E02005753",2190
"2191","E02005751",2191
"2192","E02005790",2192
"2193","E02005756",2193
"2194","E02005755",2194
"2195","E02001560",2195
"2196","E02001557",2196
"2197","E02001553",2197
"2198","E02001561",2198
"2199","E02001566",2199
"2200","E02002768",2200
"2201","E02005836",2201
"2202","E02002771",2202
"2203","E02005837",2203
"2204","E02001576",2204
"2205","E02005835",2205
"2206","E02001574",2206
"2207","E02001575",2207
"2208","E02001577",2208
"2209","E02005838",2209
"2210","E02001571",2210
"2211","E02001572",2211
"2212","E02001597",2212
"2213","E02001558",2213
"2214","E02001573",2214
"2215","E02001587",2215
"2216","E02001570",2216
"2217","E02001568",2217
"2218","E02002725",2218
"2219","E02005818",2219
"2220","E02002723",2220
"2221","E02002724",2221
"2222","E02002721",2222
"2223","E02002720",2223
"2224","E02002701",2224
"2225","E02002709",2225
"2226","E02002754",2226
"2227","E02001542",2227
"2228","E02005816",2228
"2229","E02002761",2229
"2230","E02002755",2230
"2231","E02002758",2231
"2232","E02002767",2232
"2233","E02002756",2233
"2234","E02002760",2234
"2235","E02002757",2235
"2236","E02002753",2236
"2237","E02002766",2237
"2238","E02002751",2238
"2239","E02002763",2239
"2240","E02002762",2240
"2241","E02002765",2241
"2242","E02002769",2242
"2243","E02002764",2243
"2244","E02005493",2244
"2245","E02002749",2245
"2246","E02002759",2246
"2247","E02002750",2247
"2248","E02002752",2248
"2249","E02001545",2249
"2250","E02001556",2250
"2251","E02001549",2251
"2252","E02002770",2252
"2253","E02005492",2253
"2254","E02005495",2254
"2255","E02005498",2255
"2256","E02005497",2256
"2257","E02005496",2257
"2258","E02005849",2258
"2259","E02005842",2259
"2260","E02005839",2260
"2261","E02005848",2261
"2262","E02005844",2262
"2263","E02001552",2263
"2264","E02001555",2264
"2265","E02001546",2265
"2266","E02001564",2266
"2267","E02001565",2267
"2268","E02002728",2268
"2269","E02002733",2269
"2270","E02002736",2270
"2271","E02002727",2271
"2272","E02002741",2272
"2273","E02002729",2273
"2274","E02002732",2274
"2275","E02002730",2275
"2276","E02002731",2276
"2277","E02002737",2277
"2278","E02002744",2278
"2279","E02002740",2279
"2280","E02002738",2280
"2281","E02002748",2281
"2282","E02002746",2282
"2283","E02002747",2283
"2284","E02002734",2284
"2285","E02002742",2285
"2286","E02002745",2286
"2287","E02002739",2287
"2288","E02002743",2288
"2289","E02002735",2289
"2290","E02005424",2290
"2291","E02005425",2291
"2292","E02005494",2292
"2293","E02002726",2293
"2294","E02001567",2294
"2295","E02001563",2295
"2296","E02001562",2296
"2297","E02001551",2297
"2298","E02001548",2298
"2299","E02001550",2299
"2300","E02001540",2300
"2301","E02001543",2301
"2302","E02001559",2302
"2303","E02001554",2303
"2304","E02001530",2304
"2305","E02001547",2305
"2306","E02001544",2306
"2307","E02001541",2307
"2308","E02001539",2308
"2309","E02004277",2309
"2310","E02004278",2310
"2311","E02004279",2311
"2312","E02004272",2312
"2313","E02004260",2313
"2314","E02004259",2314
"2315","E02004261",2315
"2316","E02004280",2316
"2317","E02004275",2317
"2318","E02004283",2318
"2319","E02004281",2319
"2320","E02004284",2320
"2321","E02004282",2321
"2322","E02004285",2322
"2323","E02004286",2323
"2324","E02004287",2324
"2325","E02004288",2325
"2326","E02004289",2326
"2327","E02004274",2327
"2328","E02004276",2328
"2329","E02004273",2329
"2330","E02004135",2330
"2331","E02006098",2331
"2332","E02004269",2332
"2333","E02002010",2333
"2334","E02002005",2334
"2335","E02002009",2335
"2336","E02002014",2336
"2337","E02002012",2337
"2338","E02002016",2338
"2339","E02002008",2339
"2340","E02002006",2340
"2341","E02002004",2341
"2342","E02002003",2342
"2343","E02006770",2343
"2344","E02006768",2344
"2345","E02002036",2345
"2346","E02006776",2346
"2347","E02006773",2347
"2348","E02006769",2348
"2349","E02006767",2349
"2350","E02006772",2350
"2351","E02006696",2351
"2352","E02006187",2352
"2353","E02006771",2353
"2354","E02006774",2354
"2355","E02006775",2355
"2356","E02006778",2356
"2357","E02006013",2357
"2358","E02006777",2358
"2359","E02006014",2359
"2360","E02006780",2360
"2361","E02006779",2361
"2362","E02006711",2362
"2363","E02006753",2363
"2364","E02006046",2364
"2365","E02006043",2365
"2366","E02006710",2366
"2367","E02002024",2367
"2368","E02002021",2368
"2369","E02002001",2369
"2370","E02002182",2370
"2371","E02002002",2371
"2372","E02002007",2372
"2373","E02006186",2373
"2374","E02006185",2374
"2375","E02002051",2375
"2376","E02002047",2376
"2377","E02002049",2377
"2378","E02002056",2378
"2379","E02002057",2379
"2380","E02002000",2380
"2381","E02002026",2381
"2382","E02002027",2382
"2383","E02002030",2383
"2384","E02002022",2384
"2385","E02002020",2385
"2386","E02002015",2386
"2387","E02002013",2387
"2388","E02002011",2388
"2389","E02002018",2389
"2390","E02002034",2390
"2391","E02002040",2391
"2392","E02002039",2392
"2393","E02002037",2393
"2394","E02002028",2394
"2395","E02002023",2395
"2396","E02002041",2396
"2397","E02000885",2397
"2398","E02000888",2398
"2399","E02000889",2399
"2400","E02000882",2400
"2401","E02000879",2401
"2402","E02000880",2402
"2403","E02000884",2403
"2404","E02000876",2404
"2405","E02000878",2405
"2406","E02000873",2406
"2407","E02000874",2407
"2408","E02000870",2408
"2409","E02000872",2409
"2410","E02000001",2410
"2411","E02000371",2411
"2412","E02000866",2412
"2413","E02000890",2413
"2414","E02000914",2414
"2415","E02000917",2415
"2416","E02000920",2416
"2417","E02000919",2417
"2418","E02000913",2418
"2419","E02000916",2419
"2420","E02000912",2420
"2421","E02000910",2421
"2422","E02000918",2422
"2423","E02000915",2423
"2424","E02000764",2424
"2425","E02000909",2425
"2426","E02000768",2426
"2427","E02000777",2427
"2428","E02000922",2428
"2429","E02000921",2429
"2430","E02000726",2430
"2431","E02000717",2431
"2432","E02000716",2432
"2433","E02000718",2433
"2434","E02000715",2434
"2435","E02000723",2435
"2436","E02000728",2436
"2437","E02000724",2437
"2438","E02000739",2438
"2439","E02000734",2439
"2440","E02000735",2440
"2441","E02000740",2441
"2442","E02000743",2442
"2443","E02000729",2443
"2444","E02000730",2444
"2445","E02000741",2445
"2446","E02000744",2446
"2447","E02000727",2447
"2448","E02000732",2448
"2449","E02000738",2449
"2450","E02000742",2450
"2451","E02000887",2451
"2452","E02000891",2452
"2453","E02000881",2453
"2454","E02000883",2454
"2455","E02000747",2455
"2456","E02000894",2456
"2457","E02006853",2457
"2458","E02000893",2458
"2459","E02006854",2459
"2460","E02000877",2460
"2461","E02000886",2461
"2462","E02000719",2462
"2463","E02000725",2463
"2464","E02000722",2464
"2465","E02000362",2465
"2466","E02000864",2466
"2467","E02000357",2467
"2468","E02000733",2468
"2469","E02000750",2469
"2470","E02000749",2470
"2471","E02000746",2471
"2472","E02000748",2472
"2473","E02000745",2473
"2474","E02000905",2474
"2475","E02000907",2475
"2476","E02000911",2476
"2477","E02000904",2477
"2478","E02000906",2478
"2479","E02000901",2479
"2480","E02000902",2480
"2481","E02000903",2481
"2482","E02000908",2482
"2483","E02000757",2483
"2484","E02000759",2484
"2485","E02000868",2485
"2486","E02000865",2486
"2487","E02000869",2487
"2488","E02000369",2488
"2489","E02000368",2489
"2490","E02000867",2490
"2491","E02000871",2491
"2492","E02000875",2492
"2493","E02000896",2493
"2494","E02000897",2494
"2495","E02000898",2495
"2496","E02000895",2496
"2497","E02000899",2497
"2498","E02000290",2498
"2499","E02000900",2499
"2500","E02000355",2500
"2501","E02000359",2501
"2502","E02000354",2502
"2503","E02000361",2503
"2504","E02000363",2504
"2505","E02000350",2505
"2506","E02006918",2506
"2507","E02006921",2507
"2508","E02000360",2508
"2509","E02000348",2509
"2510","E02000345",2510
"2511","E02000731",2511
"2512","E02000736",2512
"2513","E02000737",2513
"2514","E02000714",2514
"2515","E02000721",2515
"2516","E02000720",2516
"2517","E02000364",2517
"2518","E02000365",2518
"2519","E02000367",2519
"2520","E02000565",2520
"2521","E02000358",2521
"2522","E02000366",2522
"2523","E02000575",2523
"2524","E02000192",2524
"2525","E02000193",2525
"2526","E02000574",2526
"2527","E02000576",2527
"2528","E02000573",2528
"2529","E02000370",2529
"2530","E02000977",2530
"2531","S02001622",2531
"2532","S02001647",2532
"2533","S02001587",2533
"2534","S02001660",2534
"2535","S02001620",2535
"2536","S02001655",2536
"2537","S02001656",2537
"2538","S02001657",2538
"2539","S02001619",2539
"2540","S02001615",2540
"2541","S02001616",2541
"2542","S02001614",2542
"2543","S02001617",2543
"2544","S02001621",2544
"2545","S02001594",2545
"2546","S02001592",2546
"2547","S02001595",2547
"2548","S02001593",2548
"2549","S02001607",2549
"2550","S02001598",2550
"2551","S02001599",2551
"2552","S02002056",2552
"2553","S02001580",2553
"2554","S02002058",2554
"2555","S02001590",2555
"2556","S02001618",2556
"2557","S02001591",2557
"2558","S02001682",2558
"2559","S02001589",2559
"2560","S02001586",2560
"2561","S02001588",2561
"2562","S02002292",2562
"2563","S02001585",2563
"2564","S02001583",2564
"2565","S02001683",2565
"2566","S02001612",2566
"2567","S02001661",2567
"2568","S02001662",2568
"2569","S02001664",2569
"2570","S02001679",2570
"2571","S02001678",2571
"2572","S02001680",2572
"2573","S02001681",2573
"2574","S02001677",2574
"2575","S02001675",2575
"2576","S02001676",2576
"2577","S02001581",2577
"2578","S02001579",2578
"2579","S02001596",2579
"2580","S02001597",2580
"2581","S02001584",2581
"2582","S02001577",2582
"2583","S02001582",2583
"2584","S02001578",2584
"2585","S02001576",2585
"2586","S02002484",2586
"2587","S02001632",2587
"2588","S02001633",2588
"2589","S02001636",2589
"2590","S02001626",2590
"2591","S02001631",2591
"2592","S02001630",2592
"2593","S02001629",2593
"2594","S02001628",2594
"2595","S02001627",2595
"2596","S02001610",2596
"2597","S02001608",2597
"2598","S02001604",2598
"2599","S02002064",2599
"2600","S02001611",2600
"2601","S02001623",2601
"2602","S02001609",2602
"2603","S02001606",2603
"2604","S02001602",2604
"2605","S02001601",2605
"2606","S02001600",2606
"2607","S02001605",2607
"2608","S02001603",2608
"2609","S02002061",2609
"2610","S02002060",2610
"2611","S02002057",2611
"2612","S02002051",2612
"2613","S02002062",2613
"2614","S02002063",2614
"2615","S02002507",2615
"2616","S02002059",2616
"2617","S02001537",2617
"2618","S02001536",2618
"2619","S02001535",2619
"2620","S02001538",2620
"2621","S02001534",2621
"2622","S02001539",2622
"2623","S02001543",2623
"2624","S02002066",2624
"2625","S02002065",2625
"2626","S02002067",2626
"2627","S02002070",2627
"2628","S02002068",2628
"2629","S02002069",2629
"2630","S02002071",2630
"2631","S02002072",2631
"2632","S02002052",2632
"2633","S02002053",2633
"2634","S02002055",2634
"2635","S02002054",2635
"2636","S02002485",2636
"2637","S02001684",2637
"2638","S02002488",2638
"2639","S02002502",2639
"2640","S02002514",2640
"2641","S02002510",2641
"2642","S02001659",2642
"2643","S02001658",2643
"2644","S02001652",2644
"2645","S02001653",2645
"2646","S02001685",2646
"2647","S02001686",2647
"2648","S02001550",2648
"2649","S02001551",2649
"2650","S02001542",2650
"2651","S02001546",2651
"2652","S02002293",2652
"2653","S02001540",2653
"2654","S02001541",2654
"2655","S02001544",2655
"2656","S02001545",2656
"2657","S02001547",2657
"2658","S02002296",2658
"2659","S02001552",2659
"2660","S02001553",2660
"2661","S02001663",2661
"2662","S02001665",2662
"2663","S02001666",2663
"2664","S02001671",2664
"2665","S02001670",2665
"2666","S02001672",2666
"2667","S02001674",2667
"2668","S02001673",2668
"2669","S02001555",2669
"2670","S02001549",2670
"2671","S02001548",2671
"2672","S02001554",2672
"2673","S02002295",2673
"2674","S02002294",2674
"2675","S02002355",2675
"2676","S02002499",2676
"2677","S02002498",2677
"2678","S02002497",2678
"2679","S02002504",2679
"2680","S02002496",2680
"2681","S02002495",2681
"2682","S02002494",2682
"2683","S02002479",2683
"2684","S02002149",2684
"2685","S02002478",2685
"2686","S02002503",2686
"2687","S02002492",2687
"2688","S02002505",2688
"2689","S02002501",2689
"2690","S02002500",2690
"2691","S02002506",2691
"2692","S02001723",2692
"2693","S02001726",2693
"2694","S02002508",2694
"2695","S02002509",2695
"2696","S02001737",2696
"2697","S02001734",2697
"2698","S02001669",2698
"2699","S02001667",2699
"2700","S02001668",2700
"2701","S02001651",2701
"2702","S02001650",2702
"2703","S02001736",2703
"2704","S02001735",2704
"2705","S02002513",2705
"2706","S02002512",2706
"2707","S02002486",2707
"2708","S02002511",2708
"2709","S02002487",2709
"2710","S02002482",2710
"2711","S02002483",2711
"2712","S02002491",2712
"2713","S02002490",2713
"2714","S02002481",2714
"2715","S02002489",2715
"2716","S02002493",2716
"2717","S02002480",2717
"2718","S02002357",2718
"2719","S02001641",2719
"2720","S02001643",2720
"2721","S02001649",2721
"2722","S02001640",2722
"2723","S02001654",2723
"2724","S02001648",2724
"2725","S02001642",2725
"2726","S02001644",2726
"2727","S02001639",2727
"2728","S02001645",2728
"2729","S02001646",2729
"2730","S02001625",2730
"2731","S02001624",2731
"2732","S02001635",2732
"2733","S02001638",2733
"2734","S02001637",2734
"2735","S02001634",2735
"2736","S02001613",2736
"2737","E02000291",2737
"2738","E02000292",2738
"2739","E02000288",2739
"2740","E02000300",2740
"2741","E02000285",2741
"2742","E02000284",2742
"2743","E02000297",2743
"2744","E02000293",2744
"2745","E02000281",2745
"2746","E02000280",2746
"2747","E02000282",2747
"2748","E02000278",2748
"2749","E02004847",2749
"2750","E02004845",2750
"2751","E02004848",2751
"2752","E02004846",2752
"2753","E02004844",2753
"2754","E02004843",2754
"2755","E02000286",2755
"2756","E02000289",2756
"2757","E02004995",2757
"2758","E02000294",2758
"2759","E02000283",2759
"2760","E02000279",2760
"2761","E02000277",2761
"2762","E02000287",2762
"2763","E02000028",2763
"2764","E02000296",2764
"2765","E02000025",2765
"2766","E02000024",2766
"2767","E02004896",2767
"2768","E02000029",2768
"2769","E02000033",2769
"2770","E02000032",2770
"2771","E02000026",2771
"2772","E02000031",2772
"2773","E02000030",2773
"2774","E02000027",2774
"2775","E02004897",2775
"2776","E02004898",2776
"2777","E02004849",2777
"2778","E02004853",2778
"2779","E02004855",2779
"2780","E02004851",2780
"2781","E02004852",2781
"2782","E02004850",2782
"2783","E02004854",2783
"2784","E02004533",2784
"2785","E02004534",2785
"2786","E02004156",2786
"2787","E02004157",2787
"2788","E02004155",2788
"2789","E02004154",2789
"2790","E02004152",2790
"2791","E02004161",2791
"2792","E02004134",2792
"2793","E02004151",2793
"2794","E02004159",2794
"2795","E02004136",2795
"2796","E02004141",2796
"2797","E02004140",2797
"2798","E02004137",2798
"2799","E02004139",2799
"2800","E02004132",2800
"2801","E02004138",2801
"2802","E02004133",2802
"2803","E02004129",2803
"2804","E02004130",2804
"2805","E02004131",2805
"2806","E02004166",2806
"2807","E02006112",2807
"2808","E02004170",2808
"2809","E02004171",2809
"2810","E02004169",2810
"2811","E02004168",2811
"2812","E02004167",2812
"2813","E02004164",2813
"2814","E02004165",2814
"2815","E02004188",2815
"2816","E02004173",2816
"2817","E02006117",2817
"2818","E02004174",2818
"2819","E02004172",2819
"2820","E02004231",2820
"2821","E02004229",2821
"2822","E02004187",2822
"2823","E02004226",2823
"2824","E02004202",2824
"2825","E02004162",2825
"2826","E02004163",2826
"2827","E02004142",2827
"2828","E02004158",2828
"2829","E02004160",2829
"2830","E02004201",2830
"2831","E02004230",2831
"2832","E02004232",2832
"2833","E02004234",2833
"2834","E02004228",2834
"2835","E02004227",2835
"2836","E02003932",2836
"2837","E02003933",2837
"2838","E02003934",2838
"2839","E02003931",2839
"2840","E02004182",2840
"2841","E02004181",2841
"2842","E02004180",2842
"2843","E02004183",2843
"2844","E02004186",2844
"2845","E02004185",2845
"2846","E02004223",2846
"2847","E02004179",2847
"2848","E02004178",2848
"2849","E02004176",2849
"2850","E02004184",2850
"2851","E02004177",2851
"2852","E02004175",2852
"2853","E02006114",2853
"2854","E02004225",2854
"2855","E02004224",2855
"2856","E02004221",2856
"2857","E02004220",2857
"2858","E02004222",2858
"2859","E02004153",2859
"2860","E02004149",2860
"2861","E02004150",2861
"2862","E02004203",2862
"2863","E02004204",2863
"2864","E02004205",2864
"2865","E02004206",2865
"2866","E02004208",2866
"2867","E02004147",2867
"2868","E02004148",2868
"2869","E02004144",2869
"2870","E02004146",2870
"2871","E02004143",2871
"2872","E02004145",2872
"2873","S02001713",2873
"2874","S02001715",2874
"2875","S02001716",2875
"2876","S02001722",2876
"2877","S02001721",2877
"2878","S02001720",2878
"2879","S02002190",2879
"2880","S02002200",2880
"2881","S02002191",2881
"2882","S02001719",2882
"2883","S02001718",2883
"2884","S02001717",2884
"2885","S02001702",2885
"2886","S02001403",2886
"2887","S02001404",2887
"2888","S02001402",2888
"2889","S02001400",2889
"2890","S02001393",2890
"2891","S02001394",2891
"2892","S02001397",2892
"2893","S02001401",2893
"2894","S02001396",2894
"2895","S02001739",2895
"2896","S02001738",2896
"2897","S02001395",2897
"2898","S02001398",2898
"2899","S02001399",2899
"2900","S02002221",2900
"2901","S02002219",2901
"2902","S02001740",2902
"2903","S02002455",2903
"2904","S02002456",2904
"2905","S02002222",2905
"2906","S02002457",2906
"2907","S02002458",2907
"2908","S02002459",2908
"2909","S02001725",2909
"2910","S02001724",2910
"2911","S02001727",2911
"2912","S02001728",2912
"2913","S02001712",2913
"2914","S02001714",2914
"2915","S02001711",2915
"2916","S02001709",2916
"2917","S02001710",2917
"2918","S02001708",2918
"2919","S02001706",2919
"2920","S02001707",2920
"2921","S02002440",2921
"2922","S02001729",2922
"2923","S02001374",2923
"2924","S02002253",2924
"2925","S02001733",2925
"2926","S02001732",2926
"2927","S02001731",2927
"2928","S02001730",2928
"2929","S02001701",2929
"2930","S02001700",2930
"2931","S02001697",2931
"2932","S02001699",2932
"2933","S02002210",2933
"2934","S02001704",2934
"2935","S02001705",2935
"2936","S02001703",2936
"2937","S02001698",2937
"2938","S02001696",2938
"2939","S02002444",2939
"2940","S02002445",2940
"2941","S02002448",2941
"2942","S02002446",2942
"2943","S02002447",2943
"2944","S02002441",2944
"2945","S02002442",2945
"2946","S02002443",2946
"2947","S02002439",2947
"2948","S02002449",2948
"2949","S02002450",2949
"2950","S02002454",2950
"2951","S02002438",2951
"2952","S02002437",2952
"2953","S02002453",2953
"2954","S02002451",2954
"2955","S02002452",2955
"2956","E02005207",2956
"2957","E02002642",2957
"2958","E02002638",2958
"2959","E02002645",2959
"2960","E02002640",2960
"2961","E02002637",2961
"2962","E02002643",2962
"2963","E02002646",2963
"2964","E02002644",2964
"2965","E02002647",2965
"2966","E02002634",2966
"2967","E02002635",2967
"2968","E02002636",2968
"2969","E02002633",2969
"2970","E02005203",2970
"2971","E02005332",2971
"2972","E02002641",2972
"2973","E02002639",2973
"2974","E02002651",2974
"2975","E02002649",2975
"2976","E02005206",2976
"2977","E02002650",2977
"2978","E02002648",2978
"2979","E02005329",2979
"2980","E02005326",2980
"2981","E02005321",2981
"2982","E02005330",2982
"2983","E02005328",2983
"2984","E02005323",2984
"2985","E02005322",2985
"2986","E02005331",2986
"2987","E02005319",2987
"2988","E02005320",2988
"2989","E02005208",2989
"2990","E02005210",2990
"2991","E02005211",2991
"2992","E02005209",2992
"2993","S02001932",2993
"2994","S02001931",2994
"2995","S02001933",2995
"2996","S02001934",2996
"2997","S02001891",2997
"2998","S02001956",2998
"2999","S02001953",2999
"3000","S02001952",3000
"3001","S02001955",3001
"3002","S02001954",3002
"3003","S02001959",3003
"3004","S02001893",3004
"3005","S02001957",3005
"3006","S02001958",3006
"3007","S02001950",3007
"3008","S02001970",3008
"3009","S02001941",3009
"3010","S02001951",3010
"3011","S02001937",3011
"3012","S02001939",3012
"3013","S02001971",3013
"3014","S02001969",3014
"3015","S02001967",3015
"3016","S02001972",3016
"3017","S02001968",3017
"3018","S02001966",3018
"3019","S02001965",3019
"3020","S02001964",3020
"3021","S02002460",3021
"3022","S02001961",3022
"3023","S02001963",3023
"3024","S02001962",3024
"3025","S02001960",3025
"3026","S02001974",3026
"3027","S02001975",3027
"3028","S02001973",3028
"3029","S02001976",3029
"3030","S02001977",3030
"3031","S02002464",3031
"3032","S02001936",3032
"3033","S02001873",3033
"3034","S02001946",3034
"3035","S02001948",3035
"3036","S02001947",3036
"3037","S02001938",3037
"3038","S02001940",3038
"3039","S02001942",3039
"3040","S02001949",3040
"3041","S02001943",3041
"3042","S02001925",3042
"3043","S02001924",3043
"3044","S02001921",3044
"3045","S02001922",3045
"3046","S02001923",3046
"3047","S02001520",3047
"3048","S02001926",3048
"3049","S02001919",3049
"3050","S02001917",3050
"3051","S02001920",3051
"3052","S02001918",3052
"3053","S02001945",3053
"3054","S02001944",3054
"3055","S02001935",3055
"3056","S02001930",3056
"3057","S02001929",3057
"3058","S02001894",3058
"3059","S02001927",3059
"3060","S02001897",3060
"3061","S02001928",3061
"3062","S02001895",3062
"3063","S02001896",3063
"3064","S02001912",3064
"3065","S02001914",3065
"3066","S02001909",3066
"3067","S02001910",3067
"3068","S02001908",3068
"3069","S02001902",3069
"3070","S02001899",3070
"3071","S02001911",3071
"3072","S02001913",3072
"3073","S02001898",3073
"3074","S02001901",3074
"3075","S02001859",3075
"3076","S02001916",3076
"3077","S02001521",3077
"3078","S02001906",3078
"3079","S02001915",3079
"3080","S02001907",3080
"3081","S02002193",3081
"3082","S02002194",3082
"3083","S02002192",3083
"3084","S02001904",3084
"3085","S02001905",3085
"3086","S02001892",3086
"3087","S02001862",3087
"3088","S02001861",3088
"3089","S02001864",3089
"3090","S02001890",3090
"3091","S02001868",3091
"3092","S02001863",3092
"3093","S02001870",3093
"3094","S02001867",3094
"3095","S02001871",3095
"3096","S02001872",3096
"3097","S02001869",3097
"3098","S02001858",3098
"3099","S02001888",3099
"3100","S02001866",3100
"3101","S02001865",3101
"3102","S02001887",3102
"3103","S02001886",3103
"3104","S02001877",3104
"3105","S02001845",3105
"3106","S02001876",3106
"3107","S02001875",3107
"3108","S02001574",3108
"3109","S02001878",3109
"3110","S02001571",3110
"3111","S02001572",3111
"3112","S02001880",3112
"3113","S02001570",3113
"3114","S02001879",3114
"3115","S02001885",3115
"3116","S02002411",3116
"3117","S02001884",3117
"3118","S02001883",3118
"3119","S02001882",3119
"3120","S02001881",3120
"3121","S02001563",3121
"3122","S02001573",3122
"3123","S02001561",3123
"3124","S02001575",3124
"3125","S02001874",3125
"3126","S02001842",3126
"3127","S02001843",3127
"3128","S02001889",3128
"3129","S02001860",3129
"3130","S02001855",3130
"3131","S02001856",3131
"3132","S02002282",3132
"3133","S02001857",3133
"3134","S02001850",3134
"3135","S02001849",3135
"3136","S02001851",3136
"3137","S02001854",3137
"3138","S02001852",3138
"3139","S02001853",3139
"3140","S02001846",3140
"3141","S02001847",3141
"3142","S02001848",3142
"3143","S02001844",3143
"3144","S02001558",3144
"3145","S02002469",3145
"3146","S02002468",3146
"3147","S02002461",3147
"3148","S02002467",3148
"3149","S02002466",3149
"3150","S02001515",3150
"3151","S02001514",3151
"3152","S02001513",3152
"3153","S02001516",3153
"3154","S02001517",3154
"3155","S02001509",3155
"3156","S02001511",3156
"3157","S02001510",3157
"3158","S02001512",3158
"3159","S02001506",3159
"3160","S02001508",3160
"3161","S02001507",3161
"3162","S02002436",3162
"3163","S02001527",3163
"3164","S02001392",3164
"3165","S02002477",3165
"3166","S02001522",3166
"3167","S02001523",3167
"3168","S02001519",3168
"3169","S02001524",3169
"3170","S02001518",3170
"3171","S02001533",3171
"3172","S02002211",3172
"3173","S02002212",3173
"3174","S02001530",3174
"3175","S02001532",3175
"3176","S02001528",3176
"3177","S02001526",3177
"3178","S02001531",3178
"3179","S02001529",3179
"3180","S02001525",3180
"3181","S02002202",3181
"3182","S02002206",3182
"3183","S02002201",3183
"3184","S02002198",3184
"3185","S02002203",3185
"3186","S02002204",3186
"3187","S02002205",3187
"3188","S02002199",3188
"3189","S02002197",3189
"3190","S02002207",3190
"3191","S02002208",3191
"3192","S02002209",3192
"3193","S02002196",3193
"3194","S02001903",3194
"3195","S02002195",3195
"3196","S02002169",3196
"3197","S02001900",3197
"3198","S02002168",3198
"3199","S02002167",3199
"3200","S02002166",3200
"3201","S02002401",3201
"3202","S02002402",3202
"3203","S02002399",3203
"3204","S02002398",3204
"3205","S02002400",3205
"3206","S02002159",3206
"3207","S02002394",3207
"3208","S02002391",3208
"3209","S02002392",3209
"3210","S02002416",3210
"3211","S02002388",3211
"3212","S02002395",3212
"3213","S02002389",3213
"3214","S02002408",3214
"3215","S02002403",3215
"3216","S02002407",3216
"3217","S02002406",3217
"3218","S02002404",3218
"3219","S02002405",3219
"3220","S02002413",3220
"3221","S02002414",3221
"3222","S02002393",3222
"3223","S02002409",3223
"3224","S02002410",3224
"3225","S02002415",3225
"3226","S02002412",3226
"3227","S02002421",3227
"3228","S02002423",3228
"3229","S02002425",3229
"3230","S02002422",3230
"3231","S02002420",3231
"3232","S02002419",3232
"3233","S02002418",3233
"3234","S02002417",3234
"3235","S02002424",3235
"3236","S02002426",3236
"3237","S02002427",3237
"3238","S02002434",3238
"3239","S02002435",3239
"3240","S02002430",3240
"3241","S02002379",3241
"3242","S02002428",3242
"3243","S02002433",3243
"3244","S02002432",3244
"3245","S02002431",3245
"3246","S02002429",3246
"3247","S02001565",3247
"3248","S02001568",3248
"3249","S02001567",3249
"3250","S02001569",3250
"3251","S02001566",3251
"3252","S02001562",3252
"3253","S02001564",3253
"3254","S02001556",3254
"3255","S02001486",3255
"3256","S02001557",3256
"3257","S02001559",3257
"3258","S02002255",3258
"3259","S02001560",3259
"3260","S02002134",3260
"3261","S02002463",3261
"3262","S02002462",3262
"3263","S02002465",3263
"3264","S02002471",3264
"3265","S02002474",3265
"3266","S02002470",3266
"3267","S02002472",3267
"3268","S02002473",3268
"3269","S02002475",3269
"3270","S02002476",3270
"3271","S02001384",3271
