"V1","V2","V3","V4"
-0.21261484866015,-0.106709154569991,0.0739148044982311,0.107722947391273
-0.131495605459441,-0.124174838693868,-0.0175824889892925,-0.0193748537590264
-0.109445755130576,-0.0458351951782348,0.0406527636464216,-0.0197795520322987
-0.181085574591847,-0.0653526955568624,0.0331604366534746,0.00130004793039038
-0.238638164284143,0.0987075630288853,0.0091541680581095,0.0996198171910005
-0.18382718604018,-0.0150243030825143,0.102811379663983,0.0647411295530293
-0.18688444567362,-0.0609137313205081,-0.0138950423333018,0.0170383218979957
-0.487458024004556,0.139766961873728,0.189042150327356,0.112179679141934
-0.104270287321271,0.023387839529502,0.0204555757398959,0.0199147376292629
-0.129912141541833,-0.035803567975499,-0.0131524052617309,0.0359423814437851
-0.104607883277282,0.000921992688409007,-0.0802099556435121,-0.0216213161073931
-0.065607052241237,0.0379442863786909,0.00535673394983262,-0.0589430185246128
-0.061275801666048,-0.0360725369097971,-0.0536124232287574,0.0305669795352359
-0.218501762781646,-0.0418387018714477,0.00225650621926697,0.0703201462617715
-0.11717268295319,-0.0959022204484113,-0.0291786789422128,0.0227440410187991
-0.116099123624053,-0.0172893839590893,-0.0209310482288242,0.052097211516817
-0.106241923977243,0.00083557590661687,-0.00543424250080527,0.0693939843892946
-0.0670051749708387,-0.0374740102904259,-0.0183190923853582,-0.0036217074480071
-0.083611440050451,-0.073038910521583,-0.0186029267694646,0.00434460435099492
-0.0712127561654388,-0.0200184249882671,-0.0205269632508096,0.0565977757638553
-0.200938081797766,0.00862770884904055,-0.00255477685554842,0.0493771015500958
-0.307698294009702,-0.0630496717836962,-0.0698655493609434,0.15111382076427
-0.373770049829702,0.0795730576128919,0.0860949230995353,0.279016016396055
-0.237788343497026,-0.0591280660576415,-0.00366924952975085,0.0917440691936155
-0.175613839736176,0.0032928401344525,0.0356639227699436,0.151235487218799
-0.160873351205972,0.0149918897941618,-0.0913464320121384,0.165350705592439
-0.135068896824534,-0.0347190234255537,-0.0118254403745687,0.194311902884649
-0.155878025666497,-0.0147992900162511,-0.078386037073516,0.237638469396603
-0.0616636836521148,0.0829703912766646,-0.0534505465705966,0.0739449625817006
-0.218270018291337,-0.090591789223793,0.0481536003065031,-0.128345735706098
-0.0446327359674314,-0.00529894426031171,-3.72442389208263e-05,0.00272740748954634
-0.0288119799661655,0.0253143832440429,0.0143596726238785,0.00777280344513405
-0.032885867754754,0.0158330644329263,-0.00475056032741543,0.0192994364057625
-0.154048068998189,-0.0231839864289932,-0.0305580165872495,-0.0472063167871755
-0.070752300205054,-0.028609639082413,-0.0675143644259774,0.0103157017281626
-0.0990687839294566,-0.0240583123146558,-0.0328392059126999,-0.00454580116718634
-0.10145183257518,0.0353213652387515,-0.0175611070108536,-0.0290451814404025
-0.0675491884863284,-0.0332270234077325,-0.0376252046968495,-0.0219809257452598
-0.356958873701102,0.0201459396992379,-0.0150979723326438,-0.0370674772098255
-0.505569660639549,0.107843428304262,0.016950395618417,-0.213255201477276
-0.269013317385674,-0.0223776188469229,0.0253259915452963,0.0407870386016399
-0.151128813241258,-0.00852420059013211,-0.143803786696277,0.0568971196839455
-0.271786411049401,-0.0883685819062174,-0.043625989515439,-0.0951116677167784
-0.228400443173223,-0.0585993334343603,-0.0199947497417799,0.132605579382523
-0.246111896647026,-0.0216476779454832,-0.0861119531560212,0.0992842793592872
-0.0383560653510208,0.0427848384212162,-0.0104654704590349,0.0454527114056685
-0.0865037610822952,0.0108889869572851,0.0207591608823426,0.0891660981521603
-0.15718240386586,0.0944693398818773,5.0870001472548e-05,0.198067384778012
-0.0689256362681473,0.0754026128971737,0.0156947028889984,0.0565246866476217
-0.15980893332675,-0.0319704600151703,-0.106751778235647,-0.0535013664687238
-0.269138402376993,0.0863905226345368,0.0042676981368037,-0.0437063032490014
-0.240021172425148,-0.0447890512718164,-0.00806940163909866,-0.0791281626709838
-0.102699413120634,0.0719645182721862,0.0231361620872775,-0.0746046698357129
-0.428479902649725,0.0177605693255379,0.167119762575902,0.0403555311286681
-0.160471348200944,0.0108312015026829,0.0988046474317768,0.0272712369618658
-0.1748134331441,0.0292454082368266,0.0462920314912457,0.0571810992700916
-0.0676003911077823,-0.0423408309251712,-0.0230415039947927,0.0912058539543889
