"X","Y","",""
450244.995800126,307930.678449001,15618.254205093,-135679.194207829
433128.590556493,282638.339523462,-13858.3118506239,-47093.1166489942
391276.643620277,385271.933912012,-7923.24575182871,29319.3645309499
454751.269475195,358302.749377779,-65354.9244620866,-99646.7422240551
371389.665844622,283516.993291804,-38645.8904815337,-122736.084518557
440076.156654339,325934.259530188,-66109.0995932176,-99749.2303404944
411315.52174604,380932.647012111,100738.854989772,-50008.3636519937
487334.230289358,331439.326897471,55416.3147923852,-95865.0194757046
417705.118951572,281602.598739587,-47849.5729538047,-136012.18746723
164755.174016285,178106.592136684,141855.429185111,-105698.830253595
401276.488271281,282233.555589765,-32651.4662133871,-109509.482436948
466105.772093605,308422.174507893,-89061.2248534745,-77339.6282518742
396385.690392484,307860.1384921,67180.4234110581,-102128.80022765
447715.457848087,376712.68919755,12097.5475993717,-56782.6458247499
515356.446771174,235331.911546276,164309.349593365,201957.646752459
707730.318016375,260746.012967508,179330.523651392,147612.594424909
521567.322858962,350976.774591121,212511.891035828,91083.307891561
494140.258286377,291623.215284077,31526.6464988116,-67521.0133870865
484108.732759311,260010.319660548,53853.7051976962,-14198.8652462138
525898.715189194,308971.121713054,132457.644925733,-97391.9561749854
619700.242296076,272929.599899556,122418.713068486,-10514.5184102788
791052.963612449,239301.059381865,-88355.3047477557,560969.640922334
476458.588691114,92212.3441966834,-262475.532237046,774680.549193675
502686.252255706,283987.264031093,38369.3334042272,-121624.314017257
521200.166256359,346159.797129508,153545.714702892,173422.297049996
373374.079964626,154257.603111662,100592.304167431,-102123.997918818
236072.447412631,202652.400061308,12430.4911261028,-130161.340446509
242160.811661169,168187.589100949,29987.1566853523,-94801.6653256278
233247.98967906,149956.748337747,194414.120940124,-132383.749523605
402216.542737803,289316.021792815,-56527.511089871,-136256.690372229
166898.135720195,209112.076373381,-45866.8376649777,-128527.205479676
291480.966779208,193705.434581314,48953.8399436031,-94955.6521477374
141533.442667176,221680.253784119,110777.137633398,-78569.1903558729
143678.707802988,108017.745626063,163195.78049297,195781.638528078
454266.881503743,288466.329470337,59538.9736713162,-133708.034509401
489607.537152056,346552.963574688,64800.7560185315,-40683.3314030032
458371.525833511,359546.860298711,-48994.2942359289,-78090.6068666725
391452.467967445,300341.227559954,-79634.6502310706,-105458.118733083
455064.518080537,317658.244654263,28444.5287127585,-83165.6913245707
333582.2857263,219537.010680235,58944.5816122462,-42015.5765053679
351501.979202913,313803.777171786,-39055.7715378342,-118904.825977079
452821.044182704,287137.358345269,-31664.3073561542,-121584.594417904
309113.796339232,246254.709076078,110623.697712678,75488.0396745629
469419.376965986,325600.142988771,104245.53320818,-22475.633126236
501522.244262105,286061.67801873,87388.8082896359,-31298.0149376686
330671.817232641,242049.234469222,-35169.6753467047,-37264.8276707289
466807.257232081,264744.154376477,71419.6546527521,114070.950106904
447598.004930556,140833.724416384,54616.1292530922,7006.92372862331
522547.882265596,130212.365043316,-84384.0285432838,47725.7159095412
438968.713835921,215404.215311418,16502.8357346309,-17330.2270743873
513400.066616915,207583.513065585,-137415.654564015,-3858.79002253345
460738.503470588,313112.150505982,-46143.429040171,-78778.0249830696
445745.166338295,244143.770253674,93125.6201561262,-45481.6720470498
413905.257016575,168376.276075823,-14587.3761478699,-33081.1205755879
445829.651919079,287376.874355041,42884.6283861366,-41860.8596824623
484602.730797704,335942.307446178,16947.696994631,-62349.2958298099
296020.004090211,184551.064490271,-90241.5441252886,-27657.8209714124
453005.979003529,279815.319127838,45859.0144365635,-35272.4738450977
531616.203549393,283478.470357065,60800.2487262559,35649.2655220913
701642.764149638,296613.180959023,108601.052658252,220598.376252052
494696.712078412,262934.546671793,110025.881978796,-37270.6072756886
559001.317295523,241091.950915274,190212.106755005,20029.8955979414
524568.392201927,318286.993967839,6850.04123509249,-91799.2261999149
509631.803693749,267314.785591929,38200.1522298042,131858.430105245
534016.312798596,258846.711187171,-59698.721811735,-84334.0361824596
474250.874620939,141345.197120942,-30276.9110932086,131648.333601674
540440.749675376,207168.057632488,-19362.5017056977,56917.7000023751
378207.751947456,180036.255418595,-59878.9056263097,95272.3878746683
531760.61957488,279004.302888113,-21468.0262702838,-13324.1954066753
529362.183270358,305245.070875139,96521.5979966375,-42104.8352265491
534232.463893694,316455.853334711,146579.319223437,-54727.4097038629
455611.96568728,326679.929971108,-40248.743627035,-111407.353986144
508769.670225465,367362.336179594,39690.6916715283,14549.2875199148
484148.553884936,329708.055245318,-82388.9729141973,-114547.236239515
507645.812391405,323263.877575995,60129.907270529,-111913.988593831
358403.345130092,306210.181692249,-7942.69058061855,-109194.761010318
456496.555916152,310744.781667826,24425.8960031229,41934.9553350805
433728.354181636,333305.093630284,-23875.697227369,-105313.734569323
492914.332078191,177205.285828739,70436.1602209945,17473.6771067113
466453.311021569,340866.505646872,157082.325195728,190554.635509867
524315.868886667,215027.952725942,54078.0870158387,101316.52497556
508881.604986129,190066.177539454,23097.3114254347,-58323.0787512077
577034.134907797,321033.691676928,77898.9597448197,-75861.9923876571
476222.207587325,312856.466217489,-106373.419421594,-74376.3981155657
498229.943370407,453284.691515641,139503.070946834,107053.927259781
488938.681973597,331104.67714314,-12967.1133494205,-126845.80127486
470045.711327337,317262.245541499,23937.4523096099,-31547.9810679345
482045.345675329,317355.424630893,35284.4016009247,-119403.340583042
500184.088178335,290534.366659401,28884.7087369862,-80033.8365010006
449193.561284096,314034.134844871,-7727.97938346122,-99214.555595655
428957.174936873,392081.788231904,-56752.2929436003,-19166.6973821569
309768.701004222,367694.124931584,-21714.381424868,45306.3655293613
460182.311132551,351417.748944966,-56042.8217557872,-119011.104119399
533247.745146036,322503.311728506,142194.555453578,19940.091192837
381229.293633493,299216.406180828,-60783.1632358862,-95871.5529079338
390890.182956341,388087.198015242,64924.5088481854,-30872.0450608249
450127.497897688,319259.189407658,-106419.47957608,-104773.715247382
424660.166301892,248289.006780648,24211.7870040006,47932.8539618831
512980.047829444,284585.804755995,23974.1881712666,-109992.546541396
453512.698154939,301475.757509521,2526.81791030933,-128228.332131679
504588.372972369,344514.931542981,-38820.3288961003,-83318.2402725423
405125.390102876,327420.19253009,-19400.4519566732,-104142.867706809
441741.889672531,324717.383358966,-79739.455462006,-119459.319759213
436957.01366496,387085.394194771,-77067.2164651692,-61542.8896534881
399931.710894761,357029.590630328,-31450.8554448548,-42549.2067395513
370543.750363288,324341.638716082,2492.5254678284,-110659.370379093
410118.818369151,361719.063530052,-102414.651652838,-116981.829941163
461870.30648437,290122.548193412,44179.329564519,-108016.519312254
455903.1332229,266842.305680068,-2796.96986388999,46898.7625046265
370940.261612429,371018.633665347,76360.5673405475,-85187.6818675658
424653.941773548,336193.29559338,-68697.696600461,-135048.711456466
460890.12416786,391323.408556927,-57240.8801567395,-6644.92883726841
571204.126439694,473817.737744299,89391.3186042529,325103.300852175
495793.895692891,377605.763240076,-57353.6889935702,-30002.4250264194
521962.428385649,315414.723171748,30538.8623211912,-43638.869525801
601025.335616941,411119.307861837,147931.846160311,153794.449204975
484640.636964336,309354.524557099,43379.4347329858,108868.314833049
479275.088527619,383472.184340657,55937.893237983,-21425.4125585293
411526.71227263,297118.716346143,-49570.9104837644,-54377.1480190563
461868.921765681,197492.935092765,81324.8091184319,-85766.7712499344
425246.326597093,184948.750221047,56730.9397781355,71872.8225050867
407553.433911809,293679.00995126,-24007.0933679093,-36434.400352408
497267.802528704,360788.805878044,51879.8702233247,-11690.4760388994
600994.12690864,275110.853286814,133730.069919164,-3807.96400282779
433775.070827986,322149.978678646,144631.943229667,180454.305278651
458209.757407784,379741.350338818,-83880.9311133299,-51850.8718676572
453709.695213252,345741.449737694,-69609.369689248,-136706.67897488
535631.229722688,337456.848555409,165064.546468276,52458.8643004256
392737.318717359,295798.888078012,14594.3989561584,-90006.2270783463
426160.16968926,348311.914171259,57342.2690354168,-84836.2397486418
391401.873634869,372056.96095259,-8469.17037632289,-81657.7007029807
376566.449770555,339500.591056534,61156.4703876565,32512.4058099841
505455.962523548,341425.068054962,-30833.3731900559,-112326.301102673
440323.848762406,340578.853692929,-107838.79989864,-118660.529179822
465223.384958646,313717.885117642,-90213.793334044,-127241.987359574
494741.76620291,340627.344769107,100098.487148373,63096.5756644244
403396.554180028,290852.985240621,-111892.498313654,-72248.9685974809
440141.634303477,271956.141507154,-1262.42709531166,-84209.5611455764
437471.657680874,286899.944522448,8765.55355116189,-107523.891633351
659021.65040358,408516.940647846,152707.515812458,192767.410576443
577496.465130651,343009.3826846,169736.285467908,94235.4763739713
516749.777947349,303996.025881856,191070.629303668,29108.0410720072
344799.104591667,27771.8441667693,-44077.4459233148,201290.381577742
404063.911815145,240313.582738526,-26544.6260346251,4393.20786444846
170897.986253768,213937.93878905,53546.531212048,7910.21293309692
220402.939668848,128524.818803913,3823.08044165377,-96867.1172181706
416173.710438301,220083.872096862,-24685.3394147728,-85256.8480131972
452665.129142736,272264.490912601,-4770.30829698652,-106878.530711942
456949.683890951,243905.676280733,-15412.4433324911,-93600.9996953897
374798.665181382,223950.26346656,118213.640031034,-65124.6518567521
371020.617888245,300383.845266994,-34041.9253297647,-93400.7579810829
480610.718084461,323658.254268061,-123737.302152218,-31690.0441236057
492666.995498753,206936.847140367,12814.6484941141,65800.2127109133
547508.851659652,179923.809092382,79895.6938153917,34943.7586449971
526280.575290702,181601.847793082,-150140.36956596,86845.8326677575
388781.425586671,151711.086558273,-52819.6754644331,-144.303652510047
610367.74025353,295220.905282465,32575.6061270864,40296.7525828933
522571.562996348,355826.940971175,124361.204843751,215301.350924096
454870.722996671,347535.651481963,35263.0244958049,-91550.7377903658
400325.237030866,373159.818000248,25584.2355703773,-97757.9934519722
275369.953153183,302810.254742078,-106272.47875428,-4721.25441075987
330846.414733722,351417.314718569,67379.4762473673,-31095.340565116
419012.978035431,371104.645417283,116862.606184614,13495.076234922
393259.702957016,282814.236218364,-39102.4290401697,-51756.9278749856
720051.865078165,286758.483889424,119811.177932952,355371.675080876
458731.499665212,329248.918161675,31172.0093355171,-114317.041307764
480795.649342294,305469.223974311,81962.4767941621,-47828.0962784668
488427.562554619,235849.931149349,51142.4153329331,87409.8045551419
389439.007900952,114146.734560134,38394.3329201212,80248.1491592858
366669.003624292,256747.965448224,51700.4391981887,-78401.7863806525
459364.883765461,243375.477417147,17489.3449399745,-39448.6795190821
443980.136331446,293922.223818793,-47563.6055817166,-112307.278685627
441914.573300657,330988.775454822,-58347.105958968,-132399.751669458
452180.014379491,295684.02891134,-23235.794372881,-93733.3779503719
500014.950355735,308121.070351864,25566.5779709306,-76011.4596032637
578203.559891304,154176.87129918,141084.244018629,85708.3196271601
477468.916938793,177244.268088451,56531.8876122587,85615.3372221748
409413.001424532,404604.305162648,140774.653171794,-70736.8060733731
481779.152493278,226919.956065588,107062.644313798,-49656.9386822014
433485.197580417,348213.52556818,-129122.727766005,-66977.5463083451
236855.794269925,154843.447695892,121422.218774769,-64959.4813982739
447269.472548024,339870.745957424,-74145.4001176874,-152357.643208766
442942.097248664,353695.915450905,-90366.1009222971,-102380.022381826
467930.404737233,335568.259597218,-42407.7370014478,-106564.056121416
385567.199971032,400080.824114152,10628.3896982866,-32451.0723848761
385796.410354261,329086.44911468,31593.5091701152,-130073.817477649
541760.07602722,443501.283151459,45778.2368536827,11818.1915676433
519749.395625258,325504.313869372,118654.708820477,19081.6365010816
505500.302095354,287016.972976291,-13302.1240365581,-64949.9503168319
475890.720209531,296063.670555281,-118914.26744043,-89126.8111925473
362007.123795263,449147.372766501,96180.8072767338,100921.560479276
426954.078254418,425804.434488864,96893.4538478288,-89926.58205244
416424.65560406,422102.240211105,63031.809495616,-24384.0233550943
392522.762603732,519793.444751013,14751.7493377527,-45224.7108602946
395631.223067958,500435.219071179,-8845.56147810987,-91314.2665487985
150620.105556419,513913.686140825,262978.756355216,84624.2970381365
334917.865557362,444824.821873326,127772.035017766,-55325.2116827026
376204.321172608,490845.744870188,124029.370279122,-64235.1369431118
260252.267365112,547087.67949227,54337.0832490452,152124.088324295
324335.156443175,446910.128335748,13838.9484896469,9374.80606736842
470479.613504441,524822.533831281,-34572.3378541129,-35309.2679450093
318287.901354741,534501.684171805,138205.585377711,144322.135978547
446813.843844111,389266.509855518,1403.69969067225,-108092.324243471
41089.689692545,706471.684856744,118969.023467145,329158.442332256
406139.534157082,429760.616278975,-71938.4389010244,-91506.8580712956
275694.597601869,632426.625702394,37472.8448850735,10782.983137869
422684.171884112,397485.957414678,-68502.3590659682,-72500.0047707665
419656.33195882,406339.749308852,82613.5425604132,-78028.7871154777
276480.30175249,316498.076261151,4576.2428385774,-24453.3356016335
455262.051221643,348359.89767534,-87204.4149799416,-134006.983836385
292997.857517571,498243.157974228,184402.256374616,-70028.1486608072
126690.430883096,543209.117781546,129318.341616605,-36394.5408753427
315440.167782831,628554.419041051,169760.015916804,237024.566508814
453552.044070829,528211.610651097,90776.0162546047,-67711.2008458101
433116.045069899,389432.276345408,-27300.8134387682,-126424.848787044
351748.737179719,341167.883130982,86570.6409044991,-124956.826186229
374913.059462341,479385.262689123,73059.386320735,-84718.7311120524
397976.448494818,396925.793796902,-15761.9715710286,-131327.284734618
397252.677651818,441388.700305788,-12198.1727434909,-61311.8707711416
409439.104908127,398619.407855844,-24895.3917490466,-136386.597469635
391076.62005634,436255.022196694,53939.3379374786,-132451.585652407
399053.24865956,424409.898654546,-27598.6331163025,-124867.485624713
448148.802757021,382049.580872234,-41938.2166940499,-142363.291001655
637217.732824676,177993.340794606,-83259.251789721,212747.190290925
500283.779199172,267014.120644588,30351.6561971485,-15512.3301986461
533185.253107778,189526.515610699,33572.7350460128,1130.67443742332
402493.71438206,245654.376902278,135354.362964954,58455.7312450833
483607.269668081,227616.165150076,160789.56147615,34920.6152915741
572809.18473449,179358.64725696,112388.058492069,5683.27115152741
467490.562245231,224564.337040082,142005.988532438,140007.665947518
564898.711480835,221578.283787162,-233118.513872449,723770.839275563
462677.554923841,298619.205518287,-3132.67280658343,101843.64506691
398907.123301606,276090.989838685,95450.8534922195,-70905.622508629
451476.799386551,416742.520237676,65386.7001389983,-8363.46444555308
462861.669078989,315622.020216048,21732.2392864542,-6810.68553670202
391103.904640407,356442.39374675,-4244.12476005792,-73429.472125254
482182.218834112,378804.332666574,53286.005095867,116389.44345375
347628.110706124,208682.225709261,-49224.7022436481,-29354.1609161301
371111.894664251,185667.633813517,-128461.227156369,153910.925069143
321568.995325777,289121.156356561,13676.6113666791,-751.406067794509
506346.968679005,342872.937416969,-74837.6807938841,-50010.7249453633
392871.295443553,282150.429556617,6424.0227627188,-55485.0857539456
483042.459568019,300197.227428937,69752.0782508399,-92846.2519435659
326710.282921544,238395.463094337,-9773.19565149524,285995.315526082
501102.858354127,149727.395004717,112501.589998666,189586.18912905
164268.33659777,25914.8041589372,10505.9172776772,380320.040905859
263394.087003365,83813.2807079733,92101.6204873171,191308.917838668
227291.261808277,102544.263018193,-10872.0994569187,30289.0394141783
213953.732761715,110769.557522338,118509.273052262,-12865.7108109512
304852.266600017,116829.559883047,59828.3498572153,12603.2427185637
369882.251368131,149299.845696515,-39422.7603486922,118452.342369281
147230.117317992,315699.154153111,4832.73228738121,6926.86820145481
480204.738148157,315855.333171939,59746.6772364252,23060.6257413475
498378.76100714,320856.344613466,53281.7606601444,-96320.7088599421
394609.995302523,281197.657174654,16525.1901045351,-74036.5409549299
510118.100182859,373515.961160348,56679.3040809872,-76776.2078224484
524089.324985258,325726.922745258,157762.64807977,42099.6538443228
329039.346713794,349265.972896552,64575.0923149121,-114148.349959976
399961.184521985,336505.161430665,-9669.49320151915,-8627.62631179474
408445.456279296,395417.451208163,1302.14219577654,-18393.9245177819
387654.86040359,375345.387429794,-10873.1492692808,-14760.4251705397
452033.180018094,346976.067392679,19830.3994733756,370608.206672696
362578.679704595,313315.270572114,-193381.059850847,747240.679307642
318461.037765483,155456.093124333,113251.241914695,254648.040390813
446218.514017764,338539.053280205,54015.7108642335,127865.893206459
492454.087259853,329246.563851394,103339.211099257,183051.550061711
230282.492100044,109297.823864737,140901.318958391,153547.213609142
429946.14319873,176404.887249994,85750.3541703638,140190.638663628
417202.807683384,237068.132683156,26557.1209590593,-68907.0734047873
382671.087197351,183084.750303745,116200.761803659,-67896.9794656604
291502.401771898,103180.027643128,100516.286990125,64499.6571168262
453355.834050451,256572.467146527,-112159.859903651,-76345.9697303034
489237.380274815,345114.484847201,100582.526911072,78467.2054080922
435901.723273566,378046.243375042,-107285.305995001,532641.955822378
448502.83286257,325636.834395809,-3713.34760518227,108166.540451019
452870.057944204,362955.288085279,12881.6070843144,-21565.9649647131
507854.041243539,-101717.520990113,-150609.545322758,461489.025443729
486417.604097265,193322.071630382,38994.1322434434,113662.723024197
411274.608389922,176641.300917196,-12886.2764879214,79046.9407474564
385230.114725953,197447.949311519,-61586.5710137055,2550.2039604279
429688.974241161,195439.758211483,20604.4068240496,180615.227300057
518496.436667018,183988.701821911,-78058.3758041713,105952.614304708
526869.974303336,297735.477457353,-37643.8987207913,-31186.1884165399
448740.241766001,21712.7445278204,89313.058299982,133875.832772574
233925.252068967,127528.156292377,-243790.315539775,606252.785571346
457241.135389392,156482.070826673,61553.1505561123,8875.89452707526
481769.473777125,295155.619033952,19180.8914290259,-33706.3227511845
594573.737386104,128137.62568975,-79567.9638851929,430259.457557997
583537.752440379,351438.665208999,180492.094955339,54717.8782644058
678138.871292768,240638.374177485,84005.720909885,237453.579616505
707536.350914228,26639.411449641,-55268.9508698994,362763.748241532
482354.847261112,193936.700223886,100858.324496511,-35404.6111899181
570087.737457762,207581.122107333,69342.0016490343,41505.2834826002
519962.129606412,274613.277311695,-23213.9752010905,-63832.9947555613
122950.406663227,166646.294871432,48878.0139385052,89117.3152185895
389417.343974533,144097.467453727,8283.94870701422,414114.194678512
214290.833194132,415847.359042222,66505.6746835277,13989.871667395
269582.043404557,447510.783856581,-74674.2360578699,50127.0805789899
338512.98264485,515246.245558851,-67182.1837918025,-11932.1894249968
373756.121434284,373790.09591914,7754.9311807513,-104655.261554648
91234.4601589045,378841.044278207,147921.799952419,130129.306965763
537138.36387243,212240.709176588,79974.9089188926,51577.8035550262
398108.112393403,312139.141555449,16964.3772813806,226782.324250455
351981.66231707,161771.297274281,114710.781328098,113897.644710816
521483.56106832,226592.601458729,103292.471565739,2297.86067138924
418809.055517146,282684.10297401,-17950.8130513947,-41906.6229331168
469652.224327645,250781.830028156,81963.1043501999,132350.445181729
362752.382230327,355450.491997111,-61869.5836333363,24600.4239232189
427903.785430006,253309.708813956,-41840.9815792833,-76838.8212905577
445556.895569814,275164.962051593,-15950.8364884095,-81117.4148756338
454739.636855188,266920.390520603,110513.608154754,-22805.9562335081
407659.298452386,177006.980080371,28199.2770844542,201240.137809931
490919.884579648,362880.356734401,126959.49109986,130298.063378703
347683.277732895,349215.121558541,78234.5568995479,-47146.7109035037
349555.360549223,303497.893287272,116286.733769265,2189.05900491259
234598.694122461,271559.490459337,-150430.963788399,30207.6903676369
371752.853820223,243579.436459076,36961.2076198725,-73066.1418819868
438610.333669867,279854.591225282,-34015.7012001163,-62620.6014913672
515057.818534338,302483.652033358,74169.3790907792,-53793.6006309636
446755.276140348,337576.707667243,-112885.54758921,-122678.297159584
375103.797782863,238140.390495586,-87267.256686559,100721.534334098
518616.874589709,358978.43250507,47524.7682463463,289290.722038515
471519.13943627,340951.585885895,-28027.2819423969,40946.5769335397
512894.466959627,310143.52170575,48922.3624280503,98158.8438903398
364249.575321584,338134.102540224,10814.526412373,486067.876134159
353117.90130066,293937.581952927,23044.4334834634,-84973.3099793684
473475.59641813,261773.420301325,2778.07628020256,-32194.5152507511
403234.111980395,192390.84341821,95777.022990203,129268.863160858
545811.613628107,265859.772974151,22925.8233768322,26977.2295641141
507402.857923992,249485.633841519,86749.7172051461,30567.9815686885
564016.651194606,250522.800721224,50672.8955147988,-16190.3694618919
428020.41323881,288679.298910428,12407.974478802,-144078.41965392
675209.017062157,315514.476248445,24340.5988942424,85591.4028109383
522381.132647695,315020.040366104,-5572.47289821641,-46006.1186936385
436004.790941048,204321.5748838,-258111.248701516,788873.970200978
410540.313067326,163350.464339084,2988.21266441655,92883.4658236848
518235.957124728,237753.874064218,21465.1218952533,94467.0510717014
553332.241032054,291739.435435116,126219.923962368,52469.606467344
505807.025704146,149712.309815816,29343.8145924381,133053.488948085
275557.277083789,102160.311475517,-9327.62146642343,-21699.3354556917
612632.267490217,134811.504295694,127262.102375611,100049.483321396
646933.606808841,240511.937364299,35618.4451452096,156557.646721751
483086.971498289,255084.02150196,102736.062740118,183436.587265786
551792.611401581,278012.141661572,49851.9422542681,44818.3520167179
472363.438946314,268204.578827216,45677.6211840729,36506.9853459134
389038.024258144,214796.21837819,11521.4566250712,-20131.2117443456
386965.699306047,295993.048817961,41934.2685385026,-66237.9566577564
388659.08083215,208431.442774224,-46391.3953762076,75821.8997761076
458030.864955785,121792.906822978,-72020.9984878639,222362.912993587
370682.546745499,306243.838267634,-26160.3532469122,-94174.2097375996
380555.275600425,364418.335572232,-28422.8628090446,-43246.5405816283
432419.999993104,255154.155694304,-28861.3780385082,20560.3195228124
400580.420555131,237748.915423584,104900.100974599,-67730.8820158622
330474.685473075,275613.232661278,36742.8027241689,-29169.1084914238
495949.277840996,303315.454561034,106477.959276356,-29137.919845978
135049.416026482,149492.03605565,-2008.06439165361,210958.124126871
656225.815929886,339478.341805706,29889.6733421072,137536.815363658
428377.682970128,258359.801682096,95975.0159563052,-23354.8648398189
337854.031970383,168137.184632987,36655.7308432765,55260.5937555481
526758.253963857,278199.809947431,-34609.271210939,51862.9954390076
402993.078025279,261799.228626758,-199558.871333084,60454.1293904795
446242.73941192,347137.222977968,84131.4792467015,-53381.7029136992
442623.201909526,257096.201644914,-35083.324445146,-125711.093057967
529824.066516112,286673.28247723,-26322.8379904631,-22282.79593569
429563.284504596,299991.512877252,-94333.2552670931,-8077.33768431447
336324.713620686,286802.552600463,27907.8162351546,112252.919708864
342401.509283446,244620.081764842,31717.7532731332,-33630.038122101
490354.05633309,303609.527756578,5832.47016986796,-88262.7370934585
489346.621302347,220152.259670777,28474.7101230709,57125.0791220808
429263.29584356,260514.946567047,116874.100639608,-62645.9210476168
389281.317157688,329934.332168449,106793.326107287,144222.194710452
550912.50687158,381129.91395968,38410.334744849,38119.4898563859
457553.670257265,337769.859214535,80644.8415005439,-14405.3619965638
373567.923005019,410002.139140358,10492.3848028082,-58306.0474231065
401738.991895533,353414.372734263,64917.4071629345,-87861.0438259988
454685.260602565,399764.645218626,67369.9108735218,84041.2694304161
436774.590834131,389136.170216407,-107753.126763348,-5568.85723726489
406907.581898321,353468.499411899,-3840.94583448474,-74426.542958556
391266.479615736,364978.956042689,45498.8579410315,122606.096012678
395625.250706139,287521.370654583,84744.8024068927,-37597.2867129987
439856.711776645,280754.731877675,-52570.8985725707,-88971.4872873658
354083.747357418,233739.636626156,17468.6135994079,-9922.94276093377
478678.941539922,288764.443626154,1446.59083462489,240657.884927261
441931.577567349,333293.796582342,-113370.677235775,-23685.5160501117
447129.634900711,345587.07595906,-135507.288962803,-55690.1178187656
480189.539504546,282721.038290551,71344.7424929504,-8263.70753479042
352491.486868622,449227.309891989,-16285.5646906609,122967.424202929
466857.933958352,405788.693967097,-3012.83018509444,51380.0962413508
335001.832962697,204800.94555043,11664.6080787522,-110397.76218172
31923.0801072133,99815.3968648445,93141.5630586656,-45359.5492894419
374161.835530504,283689.977445023,-52452.946231121,-78053.6458326861
470674.874454119,340040.289202177,-6798.75417087191,-63577.5192893538
449322.025156733,249332.312936815,43980.3022278033,52791.1195665435
485074.591234061,327385.427824858,100950.783526368,164433.351464895
531844.037283828,270099.127294696,11772.5986609206,400426.417333898
678678.629856014,252172.478331628,177656.401301767,240321.807798711
785667.039437006,357345.694183214,-37481.6772728202,387764.432174926
476640.556940071,357096.05615233,104691.9904622,82894.8467905761
450474.88353703,260585.286625721,22316.7168836053,-16959.5238949214
490435.017489008,316125.650923126,219459.863462535,-25322.8127772671
505249.169443008,147084.561946058,32436.8472821906,167625.860331402
653875.336666611,283693.268903362,-167705.70675984,701931.896780768
98577.7924713302,40107.7539341059,-677191.191336254,1187297.71544455
431053.014694759,269802.139570587,84890.0754430787,-130317.522725715
639474.997583027,258253.334025814,113700.808176725,211303.342133205
195262.269212378,-16952.7924678455,185932.348050973,64037.7123802661
264600.596686222,178868.985016677,112147.796736166,-64543.0855164729
220872.818078206,191946.879332598,108622.673386942,-64507.1131577593
100287.511950853,140046.194597371,98559.7071641166,-68060.9422963258
286707.589250121,173288.543417018,-40948.6392189139,-124348.78993531
79100.1646291345,133447.443211469,30332.5857564903,-118431.285529658
210442.464981282,27717.7860189401,81194.0426395255,-21931.0645691201
127030.562621354,69472.0920175595,54797.6938397245,-45317.7351658013
-4943.50418630586,5438.51906118874,-213322.157325065,692315.797596478
492703.358450831,296104.113061668,71478.5217279311,-89692.8040289064
452887.389949091,320032.12011619,103990.553891387,58222.0092848005
399143.987768684,317648.428530916,-2280.47173545063,-86139.1497817704
380640.341204822,196248.339951594,6960.73892698868,-68700.2202863017
203450.103823201,210911.863511662,149203.880121126,100258.854954747
398901.431113884,186617.036787676,1937.76848698863,123039.439506222
292086.471509289,249425.59074657,-30025.5032097256,-48467.3437687642
282695.601095365,227840.181877498,-107805.013017148,-62572.049038403
110542.414848538,187418.75060795,26109.4992689653,138679.385570735
428120.86821915,268862.803477803,14853.2084815149,7079.82347626478
395580.838832659,291326.335699719,111017.7567088,50145.0384625162
490560.772914154,267321.751543776,64147.3386519212,63687.7128227752
460572.340754306,128744.954706351,108716.263562166,85446.5479357695
382694.201579528,76830.0030784534,25543.1926737778,126843.33446227
420480.326561441,105804.31030531,22642.9812286345,172418.673658304
448453.271573226,164615.892071582,74304.932768314,66079.2924345116
484233.329429838,69714.2372984582,86451.2201556123,4230.69980067245
511545.88623104,317924.494645004,116521.460888651,1333.30773173191
528423.963398756,172793.614396559,101801.485174842,75312.7612162073
614105.642989389,329194.440434629,-70141.196611372,200317.159267266
561182.551073072,134516.231077935,136066.813605494,38834.6406682457
512851.570551444,252464.733693191,21577.8604971798,-23169.3690174399
336086.139400054,39117.1776397451,53497.2879496337,43600.1671121086
389552.417239526,170539.065529629,26482.3344549136,168561.094905466
610037.224058392,358501.009317229,140979.968662259,58834.9004551308
509853.342800117,278043.788327576,-33787.8947307729,354695.195615018
619791.777951228,251071.226289777,60659.7254998386,129028.495502678
638279.538994286,328392.01700601,54293.41028314,225378.31657058
487987.289594682,236685.993091197,-52233.2103340327,-6603.38904089399
522284.710254609,14812.9488440547,-28004.2817222935,373193.635997492
301082.208494196,85721.7377836907,-177094.937021641,169062.363092574
351312.373860977,160146.119599767,-3246.97460027966,77856.0716922341
504031.482941125,199948.022712482,23055.1554846364,209014.473121958
532409.526445757,147642.44960135,65327.7678628562,197365.645544971
395552.802789711,211310.3346859,4023.88724157702,96664.4088810211
553800.992030919,311527.122983826,26539.5110286383,2688.3163037083
450545.791923955,232506.787964222,101338.960108899,13833.0421093645
494318.707018518,278026.725054935,24953.2419614151,-58302.9459970618
429101.288266249,235980.923985925,121523.075529973,10345.6706563797
415279.762077967,249731.051038418,-73266.8972165723,-62614.8295855075
407253.77165419,230223.280661986,40915.9887560103,-39813.8358202666
358364.804421151,337512.492051493,-133196.061714338,-52151.9353163961
409984.792732641,347634.079972322,42375.9801319333,19055.2679302375
480275.568500674,374247.585605726,91008.6576087623,16925.6289827351
506288.175024604,242983.261112149,26698.066723495,232252.138604048
625675.529212347,304369.065614463,47141.8650165648,293216.867328977
586216.496602383,127026.440221897,60847.1277791644,133977.423084969
557220.009976345,285086.07237546,55692.853383055,40290.5059984782
559776.54826562,263196.890971766,70721.3607774582,-51337.368253487
