"V1","V2","V3","V4"
-0.0974144309108453,0.0683923038772581,0.0359811321977814,0.00836303013813245
-0.0533448758627603,-0.0836124366710105,-0.00163036527028542,0.02619360845714
-0.04287079373466,-0.0413921566557481,-0.00863790955423118,0.0239691191762481
-0.098339949212663,-0.0160402393490868,-0.0525012030873451,0.119338043660065
-0.0671130791034213,0.0282259209453863,0.0503805290140687,0.00958392494816129
-0.0614230919143873,-0.0869476061869962,-0.0443194476277771,0.0514768876565659
-0.0611741700567341,-0.0486015437923388,-0.0223369118165443,0.0118726916358797
-0.3300200501879,0.0872175614435489,0.0471303340362572,0.0554597502740312
-0.0376116489182105,0.0259765086320579,-0.000794626682112489,0.0134062497605418
-0.109198564925852,0.0683211178625196,-0.00893895406683426,-0.00659736314949585
-0.0563691789799219,0.0243653343502407,-0.0361100705473606,-0.026173063580686
-0.0135960343917563,0.0133004591069489,0.0022993210104368,0.0026593065389802
-0.0155464298979945,0.013962353363623,-0.0119861633495175,-0.0137708857435029
-0.104285757038359,0.0236000133101803,0.000384445923120828,0.0876056280982198
-0.0531145239409828,0.0281538971756051,-0.0671814414473935,0.0329030915060595
-0.065691072136802,0.00531294402872463,-0.0136614264741087,0.0191374868162578
-0.0385246242046094,0.0509475069926486,0.0166964484405276,0.0373388755933353
-0.0278709400348164,-0.00502119653201553,0.0156959552633425,-0.0109276890324866
-0.0181679766783931,0.0242599591724952,-0.0101370516321879,0.0221307088518856
-0.030265956212605,0.0317815831259664,0.0125792997740722,0.031090693601409
-0.305289763695465,0.0825813644598936,0.0210783737938714,-0.0336143002267061
-0.174695568012159,-0.0750363032409668,-0.0396309197101491,0.165100657398522
-0.173739234790373,-0.00965826786459493,0.0468401663990701,0.0829424291767358
-0.119363374444879,0.0407393567107401,0.00523657280763117,0.134997872074553
-0.0669432518749792,0.0415611764597039,-0.00444507790199285,0.101784757318656
-0.0818014144437093,-0.0977115907476501,-0.0771963684008604,0.111039025511663
-0.050374815912294,0.054305377834555,-0.00623878565826236,0.10250256499792
-0.0720429665363376,0.0161930805638567,0.0287034920325944,0.0759791727969144
-0.0306132691242392,0.0194872575363487,-6.12750150973352e-05,0.0685882093357431
-0.0992481347764469,-0.101742047786854,0.0149981048877044,-0.0140215109395893
-0.0172217415968795,0.0180258013163747,0.0124534337623522,-0.00161405001712459
-0.0014152306465672,0.000620818304575211,0.00434710290707896,-0.00141755259799923
-0.037691685328046,-0.0360733675779787,-0.0350989089038009,0.0407283635498899
-0.0444099992690265,0.0257781830134392,-0.0180827962219662,-0.0623557916192236
-0.00777646310544887,0.0186772186069893,-0.0119904818262589,-0.0256443292233799
-0.0333491220211783,0.0109380370041613,-0.00343145754473736,-0.0114757454852238
-0.0254793095428178,0.0254208380760454,0.00655824046352454,0.00211260046669753
-0.0313190463231752,-0.00564645871817585,-0.0128047413885188,0.0535355820359304
-0.156441334392995,-0.0695585043202439,0.0380374276517379,0.0249515555557556
-0.333648215478944,-0.0231317671403004,0.0279494406438337,-0.17942523965889
-0.126117410238277,0.00841381441998025,0.0179005848246993,-0.00863308484710756
-0.112677540450891,-0.0880408312063252,-0.0424579410243251,0.0109430611596236
-0.199538144749725,-0.0456198288990943,-0.0661228305358317,0.0365895071675312
-0.221445843720271,-0.055922402593038,-0.00196859642991464,-0.0357829267315216
-0.0867008545949209,-0.0693898905304538,-0.0157145798165557,0.0392651263057016
-0.0213949479736633,-0.0194735864181679,-0.0311790241056783,0.0332464196564478
-0.0305962960189164,0.0105671877789285,-0.014750225551097,0.0351070319627996
-0.10197868279394,-0.0549967386201216,-0.0329431954593106,0.0418687454423658
-0.044912384651395,-0.0187643929961917,0.0234849482452443,0.00287987866896481
-0.0447730882533427,0.0240173734320572,0.0421070410029377,-0.0543970111881718
-0.0744597970805904,-0.00125926151968707,0.0193632904781877,-0.0709971299355615
-0.0614554753660297,-0.0365220773827722,-0.034500258012738,-0.0353190592952473
-0.0247859329332911,-0.00372571093341877,0.0105768089215379,-0.036774540807577
