"V1","V2","V3","V4"
-0.197528475558809,-0.0967212157121408,0.0223416675067653,-0.0633531833883858
-0.0757108392488932,-0.0176800490651237,-0.0359571726151065,0.0043372627372641
-0.0875715729685322,-0.00033916897871874,0.0603983338729182,0.0532558313951063
-0.114359716936347,-0.0781139343256435,-0.0478756791443491,0.0276309672449359
-0.177162888730753,-0.0638630978624977,-0.097639258713451,-0.00550776780422694
-0.0910238942757874,-0.0795052847650686,-0.0389857202700676,0.0162836378177472
-0.182681556591414,-0.0974913881269058,-0.0472886598226241,0.0454707641915351
-0.384166076612642,-0.0485468582408557,-0.0313287168625684,-0.0860889938064942
-0.114022458844023,-0.00740674189917853,0.0145770429333474,-0.00805608803342172
-0.0815159678509226,-0.0340155846993597,-0.0332522224300571,0.0852451148946681
-0.0925463101124437,-0.107073582536245,-0.0410190180843335,-0.0384593586544461
-0.0720434836276567,-0.0800432367013464,-0.0645155875869572,0.0190184986565375
-0.0653413182697861,-0.0235581566542393,-0.0343273103043771,0.0372477808657974
-0.164834977837357,-0.0533621035327687,-0.0299610017706296,0.0341577757098912
-0.0684936044046754,-0.0177195046416424,0.00132008434803629,-0.0177876745442288
-0.171036421769477,0.00187952734931817,-0.0458504513072095,-0.0900983599897111
-0.0723471673439845,0.0343645244556288,-0.0225870446670228,0.0159407676336777
-0.0422998672701763,-0.0478575954900438,-0.00612267144795289,-0.0351017216414622
-0.0427619921630281,0.0425221026981055,0.0122458527534234,0.0398985013172614
-0.0277927904528693,0.00637771234893791,-0.00107454517088529,-0.013000595300019
-0.225858827026153,-0.030541514881922,-0.023175303017811,0.0228163792639943
-0.190909495691498,-0.111308006458034,-0.0520800541150692,0.0908253901557441
-0.355767550016658,-0.00450231222034219,0.0170371358975067,0.150348427065863
-0.17112582964875,-0.0648686183258134,-0.0471200582688027,0.0564206163478765
-0.168355195547932,-0.0153767280337852,0.0259065474912005,0.0530852986232918
-0.128208348207715,0.0371717756791597,0.0300962011755895,0.0904415164442468
-0.113680656880004,0.117502657370994,-0.0463688207985046,0.209340852809792
-0.143602969502937,0.0147434730735228,-0.0361257744454341,0.164813472624386
-0.108192048372128,0.066644553891398,-0.114495301440689,0.106852242571594
-0.0590152704836292,-0.0428559075941651,-0.0162028784153668,0.0051878690900737
-0.0462086743656594,-0.0735018240384716,-0.0184707078197198,-0.0284359190307763
-0.0210871771276763,-0.0512608247364429,-0.00485574759256353,-0.00222773640405677
-0.025741841427535,-0.0129908658616289,-0.0339906022041636,0.0199993757688614
-0.0531919819485729,-0.0300260115153695,-0.0353550041237058,-0.0424051883167669
-0.0493110768266852,0.0448624128543361,-0.0419223388201773,-0.0562134758115371
